row_id,recipe_id,cement,slag,ash,water,superplasticizer,coarse,fine,age,strength
78,20,425.0,106.3,0.0,153.5,16.5,852.1,887.1,3,33.398217439999996
79,25,388.6,97.1,0.0,157.9,12.1,852.1,925.7,3,28.096147
80,26,531.3,0.0,0.0,141.8,28.2,852.1,893.7,3,41.2996124
81,20,425.0,106.3,0.0,153.5,16.5,852.1,887.1,3,33.398217439999996
82,27,318.8,212.5,0.0,155.7,14.3,852.1,880.4,3,25.2003478
84,29,362.6,189.0,0.0,164.9,11.6,944.7,755.8,3,35.3011712
85,30,323.7,282.8,0.0,183.8,10.3,942.7,659.9,3,28.296095039999997
86,31,379.5,151.2,0.0,153.9,15.9,1134.3,605.0,3,28.599464479999998
87,29,362.6,189.0,0.0,164.9,11.6,944.7,755.8,3,35.3011712
88,32,286.3,200.9,0.0,144.7,11.2,1004.6,803.7,3,24.40055564
89,29,362.6,189.0,0.0,164.9,11.6,944.7,755.8,3,35.3011712
90,33,439.0,177.0,0.0,186.0,11.1,884.9,707.9,3,39.300132
92,29,362.6,189.0,0.0,164.9,11.6,944.7,755.8,3,35.3011712
93,35,337.9,189.0,0.0,174.9,9.5,944.7,755.8,3,24.0971862
94,18,374.0,189.2,0.0,170.1,10.1,926.1,756.7,7,46.20178676
95,19,313.3,262.2,0.0,175.5,8.6,1046.9,611.8,7,42.79577532
96,20,425.0,106.3,0.0,153.5,16.5,852.1,887.1,7,49.20100736
97,21,425.0,106.3,0.0,151.4,18.6,936.0,803.7,7,46.80163088
98,22,375.0,93.8,0.0,126.6,23.4,852.1,992.6,7,45.69846928
99,23,475.0,118.8,0.0,181.1,8.9,852.1,781.5,7,55.59934464
100,24,469.0,117.2,0.0,137.8,32.2,852.1,840.5,7,54.896079119999996
101,20,425.0,106.3,0.0,153.5,16.5,852.1,887.1,7,49.20100736
102,25,388.6,97.1,0.0,157.9,12.1,852.1,925.7,7,34.90127512
103,26,531.3,0.0,0.0,141.8,28.2,852.1,893.7,7,46.89815752
104,20,425.0,106.3,0.0,153.5,16.5,852.1,887.1,7,49.20100736
105,27,318.8,212.5,0.0,155.7,14.3,852.1,880.4,7,33.398217439999996
107,29,362.6,189.0,0.0,164.9,11.6,944.7,755.8,7,55.89581932
108,30,323.7,282.8,0.0,183.8,10.3,942.7,659.9,7,49.80085148
109,31,379.5,151.2,0.0,153.9,15.9,1134.3,605.0,7,47.09810556
110,29,362.6,189.0,0.0,164.9,11.6,944.7,755.8,7,55.89581932
111,32,286.3,200.9,0.0,144.7,11.2,1004.6,803.7,7,37.997022359999995
112,29,362.6,189.0,0.0,164.9,11.6,944.7,755.8,7,55.89581932
113,33,439.0,177.0,0.0,186.0,11.1,884.9,707.9,7,56.095767359999996
115,29,362.6,189.0,0.0,164.9,11.6,944.7,755.8,7,22.89749796
116,35,337.9,189.0,0.0,174.9,9.5,944.7,755.8,7,35.101223159999996
117,18,374.0,189.2,0.0,170.1,10.1,926.1,756.7,28,61.09446836
118,19,313.3,262.2,0.0,175.5,8.6,1046.9,611.8,28,59.79825348
119,20,425.0,106.3,0.0,153.5,16.5,852.1,887.1,28,60.2946762
120,21,425.0,106.3,0.0,151.4,18.6,936.0,803.7,28,61.797733879999996
121,22,375.0,93.8,0.0,126.6,23.4,852.1,992.6,28,56.69561148
122,23,475.0,118.8,0.0,181.1,8.9,852.1,781.5,28,68.29949256
123,24,469.0,117.2,0.0,137.8,32.2,852.1,840.5,28,66.89985628
124,20,425.0,106.3,0.0,153.5,16.5,852.1,887.1,28,60.2946762
125,25,388.6,97.1,0.0,157.9,12.1,852.1,925.7,28,50.69717028
126,26,531.3,0.0,0.0,141.8,28.2,852.1,893.7,28,56.3991368
127,20,425.0,106.3,0.0,153.5,16.5,852.1,887.1,28,60.2946762
128,27,318.8,212.5,0.0,155.7,14.3,852.1,880.4,28,55.495923239999996
130,29,362.6,189.0,0.0,164.9,11.6,944.7,755.8,28,71.29871315999999
131,30,323.7,282.8,0.0,183.8,10.3,942.7,659.9,28,74.69782984
132,31,379.5,151.2,0.0,153.9,15.9,1134.3,605.0,28,52.20022796
133,29,362.6,189.0,0.0,164.9,11.6,944.7,755.8,28,71.29871315999999
134,32,286.3,200.9,0.0,144.7,11.2,1004.6,803.7,28,67.69964844
135,29,362.6,189.0,0.0,164.9,11.6,944.7,755.8,28,71.29871315999999
136,33,439.0,177.0,0.0,186.0,11.1,884.9,707.9,28,65.99664272
138,29,362.6,189.0,0.0,164.9,11.6,944.7,755.8,28,71.29871315999999
139,35,337.9,189.0,0.0,174.9,9.5,944.7,755.8,28,49.89737812
140,18,374.0,189.2,0.0,170.1,10.1,926.1,756.7,56,63.3973182
141,19,313.3,262.2,0.0,175.5,8.6,1046.9,611.8,56,64.90037588
142,20,425.0,106.3,0.0,153.5,16.5,852.1,887.1,56,64.30053176
143,21,425.0,106.3,0.0,151.4,18.6,936.0,803.7,56,64.90037588
144,22,375.0,93.8,0.0,126.6,23.4,852.1,992.6,56,60.19814956
145,23,475.0,118.8,0.0,181.1,8.9,852.1,781.5,56,72.29845336
146,24,469.0,117.2,0.0,137.8,32.2,852.1,840.5,56,69.29923276
147,20,425.0,106.3,0.0,153.5,16.5,852.1,887.1,56,64.30053176
148,25,388.6,97.1,0.0,157.9,12.1,852.1,925.7,56,55.19944856
149,26,531.3,0.0,0.0,141.8,28.2,852.1,893.7,56,58.798513279999995
150,20,425.0,106.3,0.0,153.5,16.5,852.1,887.1,56,64.30053176
151,27,318.8,212.5,0.0,155.7,14.3,852.1,880.4,56,66.10006412
153,29,362.6,189.0,0.0,164.9,11.6,944.7,755.8,56,77.29715436
154,30,323.7,282.8,0.0,183.8,10.3,942.7,659.9,56,80.19984832
155,31,379.5,151.2,0.0,153.9,15.9,1134.3,605.0,56,54.896079119999996
156,29,362.6,189.0,0.0,164.9,11.6,944.7,755.8,56,77.29715436
157,32,286.3,200.9,0.0,144.7,11.2,1004.6,803.7,56,72.99482412
158,29,362.6,189.0,0.0,164.9,11.6,944.7,755.8,56,77.29715436
159,33,439.0,177.0,0.0,186.0,11.1,884.9,707.9,56,71.69860924
161,29,362.6,189.0,0.0,164.9,11.6,944.7,755.8,56,77.29715436
162,35,337.9,189.0,0.0,174.9,9.5,944.7,755.8,56,59.89478012
163,18,374.0,189.2,0.0,170.1,10.1,926.1,756.7,91,64.90037588
164,19,313.3,262.2,0.0,175.5,8.6,1046.9,611.8,91,66.59648684
165,20,425.0,106.3,0.0,153.5,16.5,852.1,887.1,91,65.19685056
166,21,425.0,106.3,0.0,151.4,18.6,936.0,803.7,91,66.69990824
167,22,375.0,93.8,0.0,126.6,23.4,852.1,992.6,91,62.5009994
168,23,475.0,118.8,0.0,181.1,8.9,852.1,781.5,91,74.19451236
169,24,469.0,117.2,0.0,137.8,32.2,852.1,840.5,91,70.69886903999999
170,20,425.0,106.3,0.0,153.5,16.5,852.1,887.1,91,65.19685056
171,25,388.6,97.1,0.0,157.9,12.1,852.1,925.7,91,57.59882504
172,26,531.3,0.0,0.0,141.8,28.2,852.1,893.7,91,59.19840936
173,20,425.0,106.3,0.0,153.5,16.5,852.1,887.1,91,65.19685056
174,27,318.8,212.5,0.0,155.7,14.3,852.1,880.4,91,68.09954452
176,29,362.6,189.0,0.0,164.9,11.6,944.7,755.8,91,79.29663476
177,31,379.5,151.2,0.0,153.9,15.9,1134.3,605.0,91,56.49566344
178,29,362.6,189.0,0.0,164.9,11.6,944.7,755.8,91,79.29663476
179,32,286.3,200.9,0.0,144.7,11.2,1004.6,803.7,91,76.80073164
180,29,362.6,189.0,0.0,164.9,11.6,944.7,755.8,91,79.29663476
181,33,439.0,177.0,0.0,186.0,11.1,884.9,707.9,91,73.29819356
183,29,362.6,189.0,0.0,164.9,11.6,944.7,755.8,91,79.29663476
184,35,337.9,189.0,0.0,174.9,9.5,944.7,755.8,91,67.79617508
190,37,233.81,0.0,94.58,197.89,4.567,947.04,852.16,3,10.38350856
191,37,233.81,0.0,94.58,197.89,4.567,947.04,852.16,14,22.13907436
192,37,233.81,0.0,94.58,197.89,4.567,947.04,852.16,28,22.83544512
193,37,233.81,0.0,94.58,197.89,4.567,947.04,852.16,56,27.66177712
194,37,233.81,0.0,94.58,197.89,4.567,947.04,852.16,100,34.55653712
195,38,194.68,0.0,100.52,165.62,7.48,1006.4,905.9,3,12.45193656
196,38,194.68,0.0,100.52,165.62,7.48,1006.4,905.9,14,24.986610239999997
197,38,194.68,0.0,100.52,165.62,7.48,1006.4,905.9,28,25.72434956
198,38,194.68,0.0,100.52,165.62,7.48,1006.4,905.9,56,33.963587759999996
199,38,194.68,0.0,100.52,165.62,7.48,1006.4,905.9,100,37.34202016
200,39,190.68,0.0,125.4,162.14,7.77,1090.0,804.01,3,15.04436632
201,39,190.68,0.0,125.4,162.14,7.77,1090.0,804.01,14,21.063491799999998
202,39,190.68,0.0,125.4,162.14,7.77,1090.0,804.01,28,26.40003604
203,39,190.68,0.0,125.4,162.14,7.77,1090.0,804.01,56,35.34253976
204,39,190.68,0.0,125.4,162.14,7.77,1090.0,804.01,100,40.56876784
205,40,212.07,0.0,121.62,180.31,5.69,1057.6,779.32,3,12.47262084
206,40,212.07,0.0,121.62,180.31,5.69,1057.6,779.32,14,20.91870184
207,40,212.07,0.0,121.62,180.31,5.69,1057.6,779.32,28,24.90387312
208,40,212.07,0.0,121.62,180.31,5.69,1057.6,779.32,56,34.20490436
209,40,212.07,0.0,121.62,180.31,5.69,1057.6,779.32,100,39.6103962
210,41,229.97,0.0,118.31,195.47,4.63,1029.4,758.59,3,10.0318758
211,41,229.97,0.0,118.31,195.47,4.63,1029.4,758.59,14,20.08443588
212,41,229.97,0.0,118.31,195.47,4.63,1029.4,758.59,28,24.483292759999998
213,41,229.97,0.0,118.31,195.47,4.63,1029.4,758.59,56,31.53663224
214,41,229.97,0.0,118.31,195.47,4.63,1029.4,758.59,100,35.34253976
215,42,190.34,0.0,125.18,161.85,9.88,1088.1,802.59,3,9.4458212
216,42,190.34,0.0,125.18,161.85,9.88,1088.1,802.59,14,22.718234199999998
217,42,190.34,0.0,125.18,161.85,9.88,1088.1,802.59,28,28.46846404
218,42,190.34,0.0,125.18,161.85,9.88,1088.1,802.59,56,38.56239268
219,42,190.34,0.0,125.18,161.85,9.88,1088.1,802.59,100,40.38950408
220,43,166.09,0.0,163.27,176.46,4.49,1058.6,780.09,3,10.76272036
221,43,166.09,0.0,163.27,176.46,4.49,1058.6,780.09,14,25.48303296
222,43,166.09,0.0,163.27,176.46,4.49,1058.6,780.09,28,21.53923024
223,43,166.09,0.0,163.27,176.46,4.49,1058.6,780.09,56,28.62704352
224,43,166.09,0.0,163.27,176.46,4.49,1058.6,780.09,100,33.5430074
230,45,213.72,98.05,24.51,181.71,6.86,1065.8,785.38,3,17.9953236
231,45,213.72,98.05,24.51,181.71,6.86,1065.8,785.38,14,30.38520732
232,45,213.72,98.05,24.51,181.71,6.86,1065.8,785.38,28,45.70536404
233,45,213.72,98.05,24.51,181.71,6.86,1065.8,785.38,56,50.77301264
234,45,213.72,98.05,24.51,181.71,6.86,1065.8,785.38,100,53.90323368
235,46,213.76,98.06,24.52,181.74,6.65,1066.0,785.52,3,13.18278112
236,46,213.76,98.06,24.52,181.74,6.65,1066.0,785.52,14,17.83674412
237,46,213.76,98.06,24.52,181.74,6.65,1066.0,785.52,28,40.2309246
238,46,213.76,98.06,24.52,181.74,6.65,1066.0,785.52,56,47.13257936
239,46,213.76,98.06,24.52,181.74,6.65,1066.0,785.52,100,49.973220479999995
240,47,229.68,0.0,118.16,195.23,6.13,1028.1,757.63,3,13.35515012
241,47,229.68,0.0,118.16,195.23,6.13,1028.1,757.63,14,22.31833812
242,47,229.68,0.0,118.16,195.23,6.13,1028.1,757.63,28,24.53845084
243,47,229.68,0.0,118.16,195.23,6.13,1028.1,757.63,56,31.35047372
244,47,229.68,0.0,118.16,195.23,6.13,1028.1,757.63,100,40.85834776
245,48,238.05,0.0,94.11,186.66,7.0,949.91,847.01,3,19.93275116
246,48,238.05,0.0,94.11,186.66,7.0,949.91,847.01,14,25.68987576
247,48,238.05,0.0,94.11,186.66,7.0,949.91,847.01,28,30.2335226
248,48,238.05,0.0,94.11,186.66,7.0,949.91,847.01,56,39.58971192
249,48,238.05,0.0,94.11,186.66,7.0,949.91,847.01,100,44.298833
250,49,250.0,0.0,95.69,187.42,5.53,956.86,861.17,3,13.817099039999999
251,49,250.0,0.0,95.69,187.42,5.53,956.86,861.17,14,24.91766264
252,49,250.0,0.0,95.69,187.42,5.53,956.86,861.17,28,29.21999288
253,49,250.0,0.0,95.69,187.42,5.53,956.86,861.17,56,38.32797084
254,49,250.0,0.0,95.69,187.42,5.53,956.86,861.17,100,42.347615919999996
255,50,212.52,0.0,100.37,159.32,8.71,1007.8,903.59,3,13.54130864
256,50,212.52,0.0,100.37,159.32,8.71,1007.8,903.59,14,26.310404159999997
257,50,212.52,0.0,100.37,159.32,8.71,1007.8,903.59,28,31.640053639999998
258,50,212.52,0.0,100.37,159.32,8.71,1007.8,903.59,56,42.54756396
259,50,212.52,0.0,100.37,159.32,8.71,1007.8,903.59,100,42.919881
260,51,212.57,0.0,100.39,159.35,10.37,1003.8,903.79,3,13.33446584
261,51,212.57,0.0,100.39,159.35,10.37,1003.8,903.79,14,25.3727168
262,51,212.57,0.0,100.39,159.35,10.37,1003.8,903.79,28,37.404073
263,51,212.57,0.0,100.39,159.35,10.37,1003.8,903.79,56,44.395359639999995
264,51,212.57,0.0,100.39,159.35,10.37,1003.8,903.79,100,47.739318239999996
265,52,212.0,0.0,124.78,159.0,7.84,1085.4,799.54,3,19.519065559999998
266,52,212.0,0.0,124.78,159.0,7.84,1085.4,799.54,14,31.35047372
267,52,212.0,0.0,124.78,159.0,7.84,1085.4,799.54,28,38.500339839999995
268,52,212.0,0.0,124.78,159.0,7.84,1085.4,799.54,56,45.08483564
269,52,212.0,0.0,124.78,159.0,7.84,1085.4,799.54,100,47.8151606
270,53,231.75,0.0,121.62,173.96,6.72,1056.4,778.45,3,15.43736764
271,53,231.75,0.0,121.62,173.96,6.72,1056.4,778.45,14,26.77235308
272,53,231.75,0.0,121.62,173.96,6.72,1056.4,778.45,28,33.72916592
273,53,231.75,0.0,121.62,173.96,6.72,1056.4,778.45,56,42.69924868
274,53,231.75,0.0,121.62,173.96,6.72,1056.4,778.45,100,45.83636448
275,54,251.37,0.0,118.27,188.45,5.75,1028.4,757.73,3,17.22311048
276,54,251.37,0.0,118.27,188.45,5.75,1028.4,757.73,14,29.93015316
277,54,251.37,0.0,118.27,188.45,5.75,1028.4,757.73,28,29.654362759999998
278,54,251.37,0.0,118.27,188.45,5.75,1028.4,757.73,56,36.96970312
279,54,251.37,0.0,118.27,188.45,5.75,1028.4,757.73,100,43.58177796
280,55,251.37,0.0,118.27,188.45,6.35,1028.4,757.73,3,13.12072828
281,55,251.37,0.0,118.27,188.45,6.35,1028.4,757.73,14,24.42813468
282,55,251.37,0.0,118.27,188.45,6.35,1028.4,757.73,28,32.66047812
283,55,251.37,0.0,118.27,188.45,6.35,1028.4,757.73,56,36.63875464
284,55,251.37,0.0,118.27,188.45,6.35,1028.4,757.73,100,44.209201119999996
290,57,182.04,45.21,121.97,170.21,8.19,1059.4,780.65,3,7.3153403599999995
291,57,182.04,45.21,121.97,170.21,8.19,1059.4,780.65,14,21.504756439999998
292,57,182.04,45.21,121.97,170.21,8.19,1059.4,780.65,28,31.2677366
293,57,182.04,45.21,121.97,170.21,8.19,1059.4,780.65,56,43.49904084
294,57,182.04,45.21,121.97,170.21,8.19,1059.4,780.65,100,48.67011084
295,58,168.88,42.22,124.25,158.33,10.83,1080.8,796.15,3,7.3980774799999995
296,58,168.88,42.22,124.25,158.33,10.83,1080.8,796.15,14,23.5111316
297,58,168.88,42.22,124.25,158.33,10.83,1080.8,796.15,28,31.11605188
298,58,168.88,42.22,124.25,158.33,10.83,1080.8,796.15,56,39.14844728
299,58,168.88,42.22,124.25,158.33,10.83,1080.8,796.15,100,48.15300384
300,59,290.35,0.0,96.18,168.08,9.41,961.18,865.0,3,22.50449664
301,59,290.35,0.0,96.18,168.08,9.41,961.18,865.0,14,34.67374804
302,59,290.35,0.0,96.18,168.08,9.41,961.18,865.0,28,34.73580088
303,59,290.35,0.0,96.18,168.08,9.41,961.18,865.0,56,45.08483564
304,59,290.35,0.0,96.18,168.08,9.41,961.18,865.0,100,48.97348028
320,63,249.1,0.0,98.75,158.11,12.8,987.76,889.01,3,15.361525279999999
321,63,249.1,0.0,98.75,158.11,12.8,987.76,889.01,14,28.6822016
322,63,249.1,0.0,98.75,158.11,12.8,987.76,889.01,28,30.84715624
323,63,249.1,0.0,98.75,158.11,12.8,987.76,889.01,56,42.030456959999995
324,63,249.1,0.0,98.75,158.11,12.8,987.76,889.01,100,51.0556978
330,65,246.83,0.0,125.08,143.3,11.99,1086.8,800.89,3,23.52492112
331,65,246.83,0.0,125.08,143.3,11.99,1086.8,800.89,14,42.21661548
332,65,246.83,0.0,125.08,143.3,11.99,1086.8,800.89,28,52.5035974
333,65,246.83,0.0,125.08,143.3,11.99,1086.8,800.89,56,60.32225524
334,65,246.83,0.0,125.08,143.3,11.99,1086.8,800.89,100,66.42411784
340,67,297.16,0.0,117.54,174.8,9.52,1022.8,753.45,3,21.91154728
341,67,297.16,0.0,117.54,174.8,9.52,1022.8,753.45,14,36.990387399999996
342,67,297.16,0.0,117.54,174.8,9.52,1022.8,753.45,28,47.401475
343,67,297.16,0.0,117.54,174.8,9.52,1022.8,753.45,56,51.95891136
344,67,297.16,0.0,117.54,174.8,9.52,1022.8,753.45,100,56.7438748
345,68,213.74,0.0,174.74,154.79,10.16,1053.5,776.35,3,17.57474324
346,68,213.74,0.0,174.74,154.79,10.16,1053.5,776.35,14,33.72916592
347,68,213.74,0.0,174.74,154.79,10.16,1053.5,776.35,28,40.14818748
348,68,213.74,0.0,174.74,154.79,10.16,1053.5,776.35,56,46.6430514
349,68,213.74,0.0,174.74,154.79,10.16,1053.5,776.35,100,50.07664188
350,69,213.5,0.0,174.24,154.61,11.66,1052.3,775.48,3,17.36790044
351,69,213.5,0.0,174.24,154.61,11.66,1052.3,775.48,14,33.70158688
352,69,213.5,0.0,174.24,154.61,11.66,1052.3,775.48,28,45.939785879999995
353,69,213.5,0.0,174.24,154.61,11.66,1052.3,775.48,56,51.4349096
354,69,213.5,0.0,174.24,154.61,11.66,1052.3,775.48,100,59.30183076
355,70,277.19,97.82,24.46,160.7,11.19,1061.7,782.46,3,30.44726016
356,70,277.19,97.82,24.46,160.7,11.19,1061.7,782.46,14,47.7117392
357,70,277.19,97.82,24.46,160.7,11.19,1061.7,782.46,28,63.14221208
358,70,277.19,97.82,24.46,160.7,11.19,1061.7,782.46,56,66.82401392
359,70,277.19,97.82,24.46,160.7,11.19,1061.7,782.46,100,66.9481196
360,71,218.23,54.64,123.78,140.75,11.91,1075.7,792.67,3,27.42046052
361,71,218.23,54.64,123.78,140.75,11.91,1075.7,792.67,14,35.9561734
362,71,218.23,54.64,123.78,140.75,11.91,1075.7,792.67,28,55.50971276
363,71,218.23,54.64,123.78,140.75,11.91,1075.7,792.67,56,61.99078716
364,71,218.23,54.64,123.78,140.75,11.91,1075.7,792.67,100,63.528318639999995
365,72,214.9,53.8,121.89,155.63,9.61,1014.3,780.58,3,18.01600788
366,72,214.9,53.8,121.89,155.63,9.61,1014.3,780.58,14,38.60376124
367,72,214.9,53.8,121.89,155.63,9.61,1014.3,780.58,28,52.20022796
368,72,214.9,53.8,121.89,155.63,9.61,1014.3,780.58,56,53.95839176
369,72,214.9,53.8,121.89,155.63,9.61,1014.3,780.58,100,56.63355864
370,73,218.85,0.0,124.13,158.49,11.33,1078.7,794.91,3,15.340841
371,73,218.85,0.0,124.13,158.49,11.33,1078.7,794.91,14,26.04840328
372,73,218.85,0.0,124.13,158.49,11.33,1078.7,794.91,28,30.219733079999997
373,73,218.85,0.0,124.13,158.49,11.33,1078.7,794.91,56,37.2661778
374,73,218.85,0.0,124.13,158.49,11.33,1078.7,794.91,100,46.2293658
375,74,376.0,0.0,0.0,214.6,0.0,1003.5,762.36,3,16.27852836
376,74,376.0,0.0,0.0,214.6,0.0,1003.5,762.36,14,25.62092816
377,74,376.0,0.0,0.0,214.6,0.0,1003.5,762.36,28,31.971002119999998
378,74,376.0,0.0,0.0,214.6,0.0,1003.5,762.36,56,36.3009114
379,74,376.0,0.0,0.0,214.6,0.0,1003.5,762.36,100,43.0577762
380,75,500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,67.568648
381,76,475.0,0.0,59.0,142.0,1.9,1098.0,641.0,28,57.226507999999995
382,77,315.0,137.0,0.0,145.0,5.9,1130.0,745.0,28,81.75116932
384,79,451.0,0.0,0.0,165.0,11.25,1030.0,745.0,28,78.80021203999999
385,80,516.0,0.0,0.0,162.0,8.2,801.0,802.0,28,41.36856
386,81,520.0,0.0,0.0,170.0,5.2,855.0,855.0,28,60.280886679999995
387,82,528.0,0.0,0.0,185.0,6.86,920.0,720.0,28,56.83350668
388,83,520.0,0.0,0.0,175.0,5.2,870.0,805.0,28,51.021224
389,84,385.0,0.0,136.0,158.0,20.0,903.0,768.0,28,55.55108132
391,86,450.1,50.0,0.0,200.0,3.0,1124.4,613.2,28,39.37597436
393,88,333.0,17.5,163.0,167.0,17.9,996.0,652.0,28,47.27736932
394,89,334.0,17.6,158.0,189.0,15.3,967.0,633.0,28,44.32641204
395,90,405.0,0.0,0.0,175.0,0.0,1120.0,695.0,28,52.30364936
396,91,200.0,200.0,0.0,190.0,0.0,1145.0,660.0,28,49.249270679999995
397,92,516.0,0.0,0.0,162.0,8.26,801.0,802.0,28,41.36856
398,93,145.0,116.0,119.0,184.0,5.7,833.0,880.0,28,29.15794004
399,94,160.0,128.0,122.0,182.0,6.4,824.0,879.0,28,39.39665864
400,95,234.0,156.0,0.0,189.0,5.85,981.0,760.0,28,39.300132
401,96,250.0,180.0,95.0,159.0,9.45,860.0,800.0,28,67.86512268
402,97,475.0,0.0,0.0,162.0,9.5,1044.0,662.0,28,58.522722879999996
403,98,285.0,190.0,0.0,163.0,7.6,1031.0,685.0,28,53.57917996
404,99,356.0,119.0,0.0,160.0,9.03,1061.0,657.0,28,58.99846132
405,100,275.0,180.0,120.0,162.0,10.35,830.0,765.0,28,76.23536132
